City,Date,Wkday,Outlook,TempH,TempL
淮阳,2017/1/26,3,阴转晴,11,-1
淮阳,2017/1/27,4,多云,8,1
淮阳,2017/1/28,5,小雨转雨夹雪,8,1
淮阳,2017/1/29,6,阴,2,-1
淮阳,2017/1/30,0,晴转阴,5,-2
海伦,2017/1/24,1,晴,,-28
海伦,2017/1/25,2,晴,-11,-19
海伦,2017/1/26,3,中雪转阵雪,-8,-23
海伦,2017/1/27,4,多云转晴,-11,-25
海伦,2017/1/28,5,阵雪,-14,-24
海伦,2017/1/29,6,多云转晴,-13,-27
海伦,2017/1/30,0,晴,-15,-29
建瓯,2017/1/24,1,阴,,6
建瓯,2017/1/25,2,阴转多云,12,5
建瓯,2017/1/26,3,多云转晴,17,4
建瓯,2017/1/27,4,晴,18,5
建瓯,2017/1/28,5,多云转阴,19,11
建瓯,2017/1/29,6,小雨,17,11
建瓯,2017/1/30,0,小雨,16,12
亳州,2017/1/24,1,多云,,-2
亳州,2017/1/25,2,晴,9,1
亳州,2017/1/26,3,多云,12,1
亳州,2017/1/27,4,多云,8,1
亳州,2017/1/28,5,阴转小雨,8,0
亳州,2017/1/29,6,雨夹雪,4,-2
亳州,2017/1/30,0,多云转阴,4,-1
温县,2017/1/24,1,多云,,-4
温县,2017/1/25,2,晴转多云,9,0
温县,2017/1/26,3,多云,13,-4
温县,2017/1/27,4,多云转阴,6,-2
温县,2017/1/28,5,阴,4,-2
温县,2017/1/29,6,小雪转多云,3,-6
温县,2017/1/30,0,多云,4,-6
澧县,2017/1/24,1,多云,,3
澧县,2017/1/25,2,晴,14,3
澧县,2017/1/26,3,晴转多云,17,8
澧县,2017/1/27,4,多云,11,5
澧县,2017/1/28,5,阴转小雨,15,5
澧县,2017/1/29,6,阵雨转阴,11,2
澧县,2017/1/30,0,阴转小雨,4,2
班戈,2017/1/24,1,多云,,-13
班戈,2017/1/25,2,多云转晴,2,-10
班戈,2017/1/26,3,多云转晴,3,-10
班戈,2017/1/27,4,多云,0,-11
班戈,2017/1/28,5,多云转晴,-6,-15
班戈,2017/1/29,6,多云转晴,-2,-15
班戈,2017/1/30,0,多云转晴,-1,-18
三穗,2017/1/24,1,阴,,5
三穗,2017/1/25,2,多云,13,5
三穗,2017/1/26,3,多云转小雨,16,8
三穗,2017/1/27,4,小雨转阴,12,7
三穗,2017/1/28,5,多云转阴,16,8
三穗,2017/1/29,6,阴转小雨,12,3
三穗,2017/1/30,0,小雨转阴,10,3
抚远,2017/1/24,1,晴,,-23
抚远,2017/1/25,2,晴转多云,-12,-22
抚远,2017/1/26,3,小雪转中雪,-9,-17
抚远,2017/1/27,4,多云转晴,-13,-17
抚远,2017/1/28,5,多云,-13,-17
抚远,2017/1/29,6,晴,-11,-19
抚远,2017/1/30,0,晴,-12,-18
鄢陵,2017/1/24,1,多云,,-3
鄢陵,2017/1/25,2,晴,10,0
鄢陵,2017/1/26,3,晴,12,-1
鄢陵,2017/1/27,4,晴转多云,6,0
鄢陵,2017/1/28,5,小雨转雨夹雪,10,0
鄢陵,2017/1/29,6,小雪转多云,0,-5
鄢陵,2017/1/30,0,晴转多云,3,-2
邢台,2017/1/24,1,晴,,-4
邢台,2017/1/25,2,多云,6,-2
邢台,2017/1/26,3,多云转晴,9,-3
邢台,2017/1/27,4,晴,4,-3
邢台,2017/1/28,5,多云转小雪,4,-4
邢台,2017/1/29,6,阴转多云,1,-7
邢台,2017/1/30,0,多云,1,-6
余江,2017/1/24,1,阵雨,,6
余江,2017/1/25,2,多云,13,4
余江,2017/1/26,3,晴,16,3
余江,2017/1/27,4,晴,16,4
余江,2017/1/28,5,晴转多云,19,10
余江,2017/1/29,6,小雨,19,7
余江,2017/1/30,0,小雨,12,8
阜城,2017/1/24,1,晴,,-6
阜城,2017/1/25,2,晴转多云,6,-4
阜城,2017/1/26,3,阴转晴,6,-5
阜城,2017/1/27,4,晴转多云,4,-5
阜城,2017/1/28,5,阴转多云,3,-1
阜城,2017/1/29,6,多云,1,-7
阜城,2017/1/30,0,晴转多云,4,-7
南川,2017/1/24,1,多云,,4
南川,2017/1/25,2,多云,12,6
南川,2017/1/26,3,阴,12,7
南川,2017/1/27,4,阴,12,6
南川,2017/1/28,5,阴转小雨,11,6
南川,2017/1/29,6,小雨转阴,9,5
南川,2017/1/30,0,阴转小雨,9,3
镇安,2017/1/24,1,多云,,-1
镇安,2017/1/25,2,多云,11,0
镇安,2017/1/26,3,晴,10,-2
镇安,2017/1/27,4,阴,7,0
镇安,2017/1/28,5,小雨,5,0
镇安,2017/1/29,6,多云,7,-1
镇安,2017/1/30,0,阴转雨夹雪,6,-1
利辛,2017/1/24,1,多云,,-1
利辛,2017/1/25,2,晴,9,1
利辛,2017/1/26,3,多云,13,2
利辛,2017/1/27,4,多云,9,1
利辛,2017/1/28,5,阴转小雨,10,0
利辛,2017/1/29,6,雨夹雪,2,-1
利辛,2017/1/30,0,多云转阴,4,-2
陈巴尔虎旗,2017/1/24,1,晴,,-30
陈巴尔虎旗,2017/1/25,2,多云,-14,-25
陈巴尔虎旗,2017/1/26,3,多云,-16,-30
陈巴尔虎旗,2017/1/27,4,多云转小雪,-18,-26
陈巴尔虎旗,2017/1/28,5,小雪转晴,-17,-30
陈巴尔虎旗,2017/1/29,6,多云转晴,-20,-32
陈巴尔虎旗,2017/1/30,0,多云,-19,-30
依安,2017/1/24,1,晴,,-23
依安,2017/1/25,2,晴转多云,-10,-17
依安,2017/1/26,3,多云转晴,-8,-20
依安,2017/1/27,4,多云,-11,-22
依安,2017/1/28,5,小雪,-10,-22
依安,2017/1/29,6,多云转晴,-10,-24
依安,2017/1/30,0,晴,-14,-22
自贡,2017/1/24,1,晴,,5
自贡,2017/1/25,2,晴转多云,15,8
自贡,2017/1/26,3,多云转阴,14,8
自贡,2017/1/27,4,多云转阴,14,8
自贡,2017/1/28,5,阴,13,8
自贡,2017/1/29,6,晴转多云,15,5
自贡,2017/1/30,0,多云转阴,14,7
简阳,2017/1/24,1,多云,,5
简阳,2017/1/25,2,多云转阴,14,7
简阳,2017/1/26,3,阴,13,8
简阳,2017/1/27,4,阴,14,7
简阳,2017/1/28,5,小雨,12,6
简阳,2017/1/29,6,晴转多云,12,5
简阳,2017/1/30,0,阴,11,5
延川,2017/1/24,1,多云,,-6
延川,2017/1/25,2,多云,8,-4
延川,2017/1/26,3,晴转多云,4,-7
延川,2017/1/27,4,晴转阴,4,-3
延川,2017/1/28,5,阴,2,-5
延川,2017/1/29,6,多云,0,-9
延川,2017/1/30,0,多云转阴,2,-6
惠东,2017/1/24,1,多云,,12
惠东,2017/1/25,2,多云,22,10
惠东,2017/1/26,3,多云转晴,23,11
惠东,2017/1/27,4,晴转多云,24,11
惠东,2017/1/28,5,多云转小雨,22,17
惠东,2017/1/29,6,小雨,22,17
惠东,2017/1/30,0,小雨转多云,21,14
巴雅尔吐胡硕,2017/1/24,1,晴,,-20
巴雅尔吐胡硕,2017/1/25,2,晴转多云,1,-11
巴雅尔吐胡硕,2017/1/26,3,多云转晴,-5,-17
巴雅尔吐胡硕,2017/1/27,4,晴,-6,-17
巴雅尔吐胡硕,2017/1/28,5,多云,-6,-20
巴雅尔吐胡硕,2017/1/29,6,晴,-10,-20
巴雅尔吐胡硕,2017/1/30,0,晴,-8,-18
镇远,2017/1/24,1,阴,,7
镇远,2017/1/25,2,多云,15,8
镇远,2017/1/26,3,多云转小雨,17,9
镇远,2017/1/27,4,小雨转阴,17,9
镇远,2017/1/28,5,多云转阴,17,9
镇远,2017/1/29,6,阴转小雨,13,4
镇远,2017/1/30,0,小雨转阴,12,4
东海,2017/1/24,1,晴,,-3
东海,2017/1/25,2,多云,9,-1
东海,2017/1/26,3,阴,12,-1
东海,2017/1/27,4,晴,7,-3
东海,2017/1/28,5,阴转小雨,8,3
东海,2017/1/29,6,小雪转阴,5,-2
东海,2017/1/30,0,多云,3,-4
平罗,2017/1/24,1,晴,,-11
平罗,2017/1/25,2,多云,8,-8
平罗,2017/1/26,3,晴,0,-8
平罗,2017/1/27,4,多云,0,-8
平罗,2017/1/28,5,多云转阴,1,-12
平罗,2017/1/29,6,多云转晴,-3,-14
平罗,2017/1/30,0,多云,1,-14
星子,2017/1/24,1,阴,,7
星子,2017/1/25,2,晴,13,4
星子,2017/1/26,3,晴,14,5
星子,2017/1/27,4,晴转多云,12,4
星子,2017/1/28,5,多云,15,7
星子,2017/1/29,6,阵雨,13,3
星子,2017/1/30,0,阵雨,7,3
辛集,2017/1/24,1,晴,,-5
辛集,2017/1/25,2,多云,4,-4
辛集,2017/1/26,3,晴,7,-4
辛集,2017/1/27,4,晴,4,-6
辛集,2017/1/28,5,多云,3,-4
辛集,2017/1/29,6,阴,3,-5
辛集,2017/1/30,0,多云,4,-6
尉氏,2017/1/24,1,晴,,-3
尉氏,2017/1/25,2,晴转多云,9,1
尉氏,2017/1/26,3,多云,13,-2
尉氏,2017/1/27,4,晴转多云,7,0
尉氏,2017/1/28,5,小雨转雨夹雪,5,0
尉氏,2017/1/29,6,小雪转多云,3,-4
尉氏,2017/1/30,0,多云转阴,3,-3
新野,2017/1/24,1,多云,,-1
新野,2017/1/25,2,晴,11,0
新野,2017/1/26,3,晴转多云,12,2
新野,2017/1/27,4,晴转多云,8,0
新野,2017/1/28,5,小雨,8,3
新野,2017/1/29,6,小雪转阴,4,-3
新野,2017/1/30,0,阴转小雨,3,-1
赤城,2017/1/24,1,晴,,-17
赤城,2017/1/25,2,晴转多云,4,-13
赤城,2017/1/26,3,多云转晴,-2,-18
赤城,2017/1/27,4,晴转多云,-1,-16
赤城,2017/1/28,5,多云,-1,-18
赤城,2017/1/29,6,多云转晴,-4,-19
赤城,2017/1/30,0,晴转多云,-4,-20
绥宁,2017/1/24,1,多云,,8
绥宁,2017/1/25,2,晴,16,5
绥宁,2017/1/26,3,晴转多云,19,9
绥宁,2017/1/27,4,多云,17,7
绥宁,2017/1/28,5,多云,20,9
绥宁,2017/1/29,6,多云转小雨,15,4
绥宁,2017/1/30,0,小雨,9,3
凤庆,2017/1/24,1,晴,,5
凤庆,2017/1/25,2,晴转多云,20,5
凤庆,2017/1/26,3,晴,21,5
凤庆,2017/1/27,4,多云,19,7
凤庆,2017/1/28,5,阴转多云,19,5
凤庆,2017/1/29,6,晴,18,5
凤庆,2017/1/30,0,晴,21,4
梧州,2017/1/24,1,晴,,11
梧州,2017/1/25,2,晴,21,9
梧州,2017/1/26,3,晴,22,9
梧州,2017/1/27,4,晴转多云,23,10
梧州,2017/1/28,5,多云转小雨,23,12
梧州,2017/1/29,6,小雨,24,14
梧州,2017/1/30,0,小雨转晴,22,11
沭阳,2017/1/24,1,多云,,-1
沭阳,2017/1/25,2,多云,9,1
沭阳,2017/1/26,3,多云,12,0
沭阳,2017/1/27,4,多云,7,-2
沭阳,2017/1/28,5,阴转小雨,8,2
沭阳,2017/1/29,6,小雪转阴,6,-3
沭阳,2017/1/30,0,晴转阴,1,-2
雷州,2017/1/24,1,多云,,16
雷州,2017/1/25,2,多云,22,13
雷州,2017/1/26,3,多云,22,15
雷州,2017/1/27,4,多云,22,15
雷州,2017/1/28,5,多云,22,17
雷州,2017/1/29,6,多云,23,18
雷州,2017/1/30,0,多云,22,20
丽江,2017/1/24,1,晴,,-3
丽江,2017/1/25,2,晴,19,0
丽江,2017/1/26,3,晴,19,3
丽江,2017/1/27,4,多云,19,6
丽江,2017/1/28,5,晴转多云,15,1
丽江,2017/1/29,6,晴,14,-1
丽江,2017/1/30,0,晴,18,0
阳春,2017/1/24,1,阴,,12
阳春,2017/1/25,2,多云,22,12
阳春,2017/1/26,3,晴,23,13
阳春,2017/1/27,4,多云转阴,22,13
阳春,2017/1/28,5,小雨转阴,20,15
阳春,2017/1/29,6,小雨转阴,21,14
阳春,2017/1/30,0,多云,23,14
江孜,2017/1/24,1,晴,,-14
江孜,2017/1/25,2,多云转晴,6,-14
江孜,2017/1/26,3,晴转阴,11,-9
江孜,2017/1/27,4,多云,9,-9
江孜,2017/1/28,5,多云转晴,2,-13
江孜,2017/1/29,6,多云转晴,4,-12
江孜,2017/1/30,0,晴,7,-10
乳源,2017/1/24,1,多云,,9
乳源,2017/1/25,2,多云,18,6
乳源,2017/1/26,3,多云转晴,19,5
乳源,2017/1/27,4,晴转多云,19,9
乳源,2017/1/28,5,多云转小雨,22,13
乳源,2017/1/29,6,小雨转多云,20,12
乳源,2017/1/30,0,多云,16,9
分宜,2017/1/24,1,阴,,7
分宜,2017/1/25,2,多云,15,4
分宜,2017/1/26,3,多云转晴,16,4
分宜,2017/1/27,4,晴,17,5
分宜,2017/1/28,5,晴转多云,18,9
分宜,2017/1/29,6,多云转小雨,21,8
分宜,2017/1/30,0,小雨转阴,16,6
汝南,2017/1/24,1,阴,,-2
汝南,2017/1/25,2,晴,11,1
汝南,2017/1/26,3,晴,15,1
汝南,2017/1/27,4,晴转多云,8,1
汝南,2017/1/28,5,阴转小雨,9,0
汝南,2017/1/29,6,雨夹雪转小雪,3,-2
汝南,2017/1/30,0,多云,3,-2
临邑,2017/1/24,1,多云,,-4
临邑,2017/1/25,2,晴,8,0
临邑,2017/1/26,3,多云,10,-4
临邑,2017/1/27,4,多云,4,0
临邑,2017/1/28,5,雨夹雪转阴,0,-2
临邑,2017/1/29,6,多云,0,-6
临邑,2017/1/30,0,多云,2,-5
丰宁,2017/1/24,1,晴,,-15
丰宁,2017/1/25,2,多云转阴,4,-13
丰宁,2017/1/26,3,阴转晴,-2,-14
丰宁,2017/1/27,4,晴,-1,-14
丰宁,2017/1/28,5,阴,0,-17
丰宁,2017/1/29,6,阴转多云,-6,-19
丰宁,2017/1/30,0,晴转多云,-3,-17
榆社,2017/1/24,1,晴,,-10
榆社,2017/1/25,2,晴转多云,6,-7
榆社,2017/1/26,3,晴转多云,4,-10
榆社,2017/1/27,4,晴转阴,3,-8
榆社,2017/1/28,5,阴转小雪,2,-6
榆社,2017/1/29,6,阴,1,-10
榆社,2017/1/30,0,阴,0,-9
汉沽,2017/1/24,1,多云,,
汉沽,2017/1/25,2,晴,8,
汉沽,2017/1/26,3,阴,10,
汉沽,2017/1/27,4,晴,5,
汉沽,2017/1/28,5,晴,5,
汉沽,2017/1/29,6,晴,7,
汉沽,2017/1/30,0,多云,9,
黎城,2017/1/24,1,晴,,-10
黎城,2017/1/25,2,晴,10,-3
黎城,2017/1/26,3,晴,9,-6
黎城,2017/1/27,4,晴转阴,5,-5
黎城,2017/1/28,5,阴转多云,6,-3
黎城,2017/1/29,6,多云,0,-7
黎城,2017/1/30,0,晴,3,-8
岳普湖,2017/1/24,1,多云,,-7
岳普湖,2017/1/25,2,多云转小雪,1,-14
岳普湖,2017/1/26,3,小雪转阵雪,-2,-12
岳普湖,2017/1/27,4,晴,1,-12
岳普湖,2017/1/28,5,晴,2,-12
岳普湖,2017/1/29,6,晴,1,-13
岳普湖,2017/1/30,0,晴,2,-10
泸州,2017/1/24,1,晴,,6
泸州,2017/1/25,2,晴转多云,14,8
泸州,2017/1/26,3,阴,13,9
泸州,2017/1/27,4,阴,14,9
泸州,2017/1/28,5,阴转小雨,13,10
泸州,2017/1/29,6,阴,12,7
泸州,2017/1/30,0,阴转小雨,10,8
东乡,2017/1/24,1,多云,,8
东乡,2017/1/25,2,多云转晴,14,4
东乡,2017/1/26,3,晴,17,6
东乡,2017/1/27,4,晴转多云,17,6
东乡,2017/1/28,5,多云转阴,20,11
东乡,2017/1/29,6,小雨,19,6
东乡,2017/1/30,0,阴,14,4
轮台,2017/1/24,1,阴,,-11
轮台,2017/1/25,2,多云转晴,1,-12
轮台,2017/1/26,3,多云,1,-11
轮台,2017/1/27,4,多云,1,-11
轮台,2017/1/28,5,晴,1,-12
轮台,2017/1/29,6,多云转晴,1,-11
轮台,2017/1/30,0,多云转晴,2,-10
涉县,2017/1/24,1,多云,,-5
涉县,2017/1/25,2,晴转多云,8,-2
涉县,2017/1/26,3,晴,10,-3
涉县,2017/1/27,4,多云,5,-4
涉县,2017/1/28,5,阴转雨夹雪,6,-3
涉县,2017/1/29,6,小雪转阴,-4,-8
涉县,2017/1/30,0,多云,2,-7
平度,2017/1/24,1,晴,,-5
平度,2017/1/25,2,多云,7,-1
平度,2017/1/26,3,阵雨转阴,9,-4
平度,2017/1/27,4,多云,5,-4
平度,2017/1/28,5,小雨转雨夹雪,5,-5
平度,2017/1/29,6,晴,4,-4
平度,2017/1/30,0,晴,3,-6
杭锦旗,2017/1/24,1,晴,,-8
杭锦旗,2017/1/25,2,多云转晴,7,-6
杭锦旗,2017/1/26,3,晴,2,-15
杭锦旗,2017/1/27,4,多云,3,-11
杭锦旗,2017/1/28,5,多云转阴,-2,-19
杭锦旗,2017/1/29,6,晴,-9,-17
杭锦旗,2017/1/30,0,多云,-2,-15
齐河,2017/1/24,1,多云,,-6
齐河,2017/1/25,2,晴,8,-1
齐河,2017/1/26,3,多云,11,-5
齐河,2017/1/27,4,多云,4,-1
齐河,2017/1/28,5,雨夹雪转阴,0,-1
齐河,2017/1/29,6,多云,0,-6
齐河,2017/1/30,0,多云,2,-5
府谷,2017/1/24,1,多云,,-7
府谷,2017/1/25,2,多云转阴,7,-5
府谷,2017/1/26,3,晴,1,-10
府谷,2017/1/27,4,多云转阴,4,-8
府谷,2017/1/28,5,阴,3,-10
府谷,2017/1/29,6,多云转晴,-5,-13
府谷,2017/1/30,0,多云转阴,-1,-12
任县,2017/1/24,1,晴,,-7
任县,2017/1/25,2,多云,5,-2
任县,2017/1/26,3,多云转晴,9,-4
任县,2017/1/27,4,晴,4,-4
任县,2017/1/28,5,多云转小雪,2,-1
任县,2017/1/29,6,阴转多云,1,-6
任县,2017/1/30,0,多云,0,-8
鄯善,2017/1/24,1,多云,,-10
鄯善,2017/1/25,2,多云转晴,-1,-12
鄯善,2017/1/26,3,晴,-1,-13
鄯善,2017/1/27,4,晴,-2,-11
鄯善,2017/1/28,5,多云,-1,-11
鄯善,2017/1/29,6,多云转晴,-1,-12
鄯善,2017/1/30,0,晴,0,-11
沙雅,2017/1/24,1,阴,,-6
沙雅,2017/1/25,2,阴,1,-8
沙雅,2017/1/26,3,阴转多云,1,-9
沙雅,2017/1/27,4,多云转阴,1,-9
沙雅,2017/1/28,5,晴转多云,2,-8
沙雅,2017/1/29,6,多云转晴,2,-8
沙雅,2017/1/30,0,多云转晴,4,-8
安化,2017/1/24,1,多云,,5
安化,2017/1/25,2,多云,14,3
安化,2017/1/26,3,晴转多云,18,8
安化,2017/1/27,4,多云,12,4
安化,2017/1/28,5,多云,18,9
安化,2017/1/29,6,小雨,13,5
安化,2017/1/30,0,小雨,10,4
庆元,2017/1/24,1,阴,,5
庆元,2017/1/25,2,阴转多云,12,5
庆元,2017/1/26,3,晴转多云,15,5
庆元,2017/1/27,4,多云,17,6
庆元,2017/1/28,5,多云,19,8
庆元,2017/1/29,6,阵雨转小雨,19,9
庆元,2017/1/30,0,小雨,11,5
五寨,2017/1/24,1,多云,,-11
五寨,2017/1/25,2,晴转阴,8,-5
五寨,2017/1/26,3,晴,1,-16
五寨,2017/1/27,4,晴转阴,2,-12
五寨,2017/1/28,5,阴,4,-13
五寨,2017/1/29,6,阴,-6,-18
五寨,2017/1/30,0,多云转阴,-2,-14
乌拉特中旗,2017/1/24,1,多云,,-12
乌拉特中旗,2017/1/25,2,多云转晴,2,-9
乌拉特中旗,2017/1/26,3,晴,-4,-16
乌拉特中旗,2017/1/27,4,晴,-2,-11
乌拉特中旗,2017/1/28,5,多云,-6,-18
乌拉特中旗,2017/1/29,6,晴,-7,-19
乌拉特中旗,2017/1/30,0,晴,-5,-16
丹阳,2017/1/24,1,多云,,3
丹阳,2017/1/25,2,多云转晴,11,2
丹阳,2017/1/26,3,晴转多云,14,3
丹阳,2017/1/27,4,多云,9,1
丹阳,2017/1/28,5,多云转阴,14,6
丹阳,2017/1/29,6,小雨,6,-1
丹阳,2017/1/30,0,阴转多云,6,-1
索县,2017/1/24,1,晴,,-18
索县,2017/1/25,2,多云转晴,5,-14
索县,2017/1/26,3,晴,7,-13
索县,2017/1/27,4,阴转多云,7,-7
索县,2017/1/28,5,小雪转晴,0,-15
索县,2017/1/29,6,多云转晴,2,-13
索县,2017/1/30,0,多云,2,-11
拜泉,2017/1/24,1,晴,,-23
拜泉,2017/1/25,2,晴转多云,-10,-14
拜泉,2017/1/26,3,多云转晴,-7,-20
拜泉,2017/1/27,4,多云,-11,-21
拜泉,2017/1/28,5,小雪,-9,-22
拜泉,2017/1/29,6,多云转晴,-12,-23
拜泉,2017/1/30,0,晴,-14,-21
阜阳,2017/1/24,1,多云,,-1
阜阳,2017/1/25,2,晴,10,1
阜阳,2017/1/26,3,多云,13,1
阜阳,2017/1/27,4,晴转多云,9,2
阜阳,2017/1/28,5,阴转小雨,11,7
阜阳,2017/1/29,6,雨夹雪,1,-2
阜阳,2017/1/30,0,多云转阴,2,-2
东丰,2017/1/24,1,晴,,-27
东丰,2017/1/25,2,晴转多云,1,-17
东丰,2017/1/26,3,大雪转小雪,1,-22
东丰,2017/1/27,4,多云,-7,-19
东丰,2017/1/28,5,小雪,-1,-23
东丰,2017/1/29,6,小雪转晴,-5,-27
东丰,2017/1/30,0,晴转多云,-10,-26
凉山,2017/1/24,1,晴,,4
凉山,2017/1/25,2,晴,21,5
凉山,2017/1/26,3,晴,22,6
凉山,2017/1/27,4,晴,22,7
凉山,2017/1/28,5,晴,24,8
凉山,2017/1/29,6,晴,23,5
凉山,2017/1/30,0,晴,22,6
东丽,2017/1/24,1,晴,,-5
东丽,2017/1/25,2,晴转雾,5,-2
东丽,2017/1/26,3,雾转晴,4,-7
东丽,2017/1/27,4,晴,2,-5
东丽,2017/1/28,5,阴,3,-6
东丽,2017/1/29,6,晴,0,-8
东丽,2017/1/30,0,晴,1,-8
沁水,2017/1/24,1,晴,,-7
沁水,2017/1/25,2,晴转多云,8,-5
沁水,2017/1/26,3,晴,8,-5
沁水,2017/1/27,4,晴转多云,3,-4
沁水,2017/1/28,5,阴,4,-3
沁水,2017/1/29,6,阴,-1,-7
沁水,2017/1/30,0,阴转小雪,1,-6
东港,2017/1/24,1,阴,,17
东港,2017/1/25,2,中雨转晴,19,15
东港,2017/1/26,3,晴,23,15
东港,2017/1/27,4,小雨,23,15
东港,2017/1/28,5,晴,26,16
东港,2017/1/29,6,晴,28,20
东港,2017/1/30,0,小雨转多云,28,19
甘谷,2017/1/24,1,晴,,-5
甘谷,2017/1/25,2,多云,10,-4
甘谷,2017/1/26,3,多云,8,-4
甘谷,2017/1/27,4,多云转阴,8,-1
甘谷,2017/1/28,5,阴转多云,6,-4
甘谷,2017/1/29,6,多云转阴,7,-2
甘谷,2017/1/30,0,阴,5,-4
小二沟,2017/1/24,1,晴,,-30
小二沟,2017/1/25,2,多云,-9,-22
小二沟,2017/1/26,3,多云,-8,-27
小二沟,2017/1/27,4,多云,-12,-28
小二沟,2017/1/28,5,多云转晴,-12,-29
小二沟,2017/1/29,6,晴,-11,-32
小二沟,2017/1/30,0,晴,-11,-30
甘泉,2017/1/24,1,多云,,-7
甘泉,2017/1/25,2,多云,7,-7
甘泉,2017/1/26,3,晴转多云,5,-10
甘泉,2017/1/27,4,晴转阴,2,-6
甘泉,2017/1/28,5,阴,3,-6
甘泉,2017/1/29,6,多云,0,-10
甘泉,2017/1/30,0,多云转小雪,1,-10
尚义,2017/1/24,1,晴,,-20
尚义,2017/1/25,2,晴转小雪,1,-11
尚义,2017/1/26,3,多云转晴,-8,-22
尚义,2017/1/27,4,晴转多云,-5,-18
尚义,2017/1/28,5,多云,-7,-22
尚义,2017/1/29,6,多云转晴,-7,-21
尚义,2017/1/30,0,晴转多云,-6,-24
巧家,2017/1/24,1,多云,,7
巧家,2017/1/25,2,晴,24,8
巧家,2017/1/26,3,晴转多云,27,11
巧家,2017/1/27,4,多云,26,12
巧家,2017/1/28,5,晴,28,13
巧家,2017/1/29,6,晴,25,12
巧家,2017/1/30,0,小雨,24,12
吉木萨尔,2017/1/24,1,小雪,,-15
吉木萨尔,2017/1/25,2,多云转晴,-9,-18
吉木萨尔,2017/1/26,3,晴,-13,-19
吉木萨尔,2017/1/27,4,多云转晴,-11,-18
吉木萨尔,2017/1/28,5,晴,-9,-19
吉木萨尔,2017/1/29,6,多云,-8,-19
吉木萨尔,2017/1/30,0,晴,-10,-17
海丰,2017/1/24,1,多云,,11
海丰,2017/1/25,2,多云,21,10
海丰,2017/1/26,3,多云转晴,21,11
海丰,2017/1/27,4,晴转多云,22,12
海丰,2017/1/28,5,多云转小雨,19,16
海丰,2017/1/29,6,小雨,20,16
海丰,2017/1/30,0,小雨转多云,19,14
商城,2017/1/24,1,多云,,2
商城,2017/1/25,2,晴,11,3
商城,2017/1/26,3,晴转多云,14,4
商城,2017/1/27,4,多云,10,3
商城,2017/1/28,5,小雨转中雨,12,6
商城,2017/1/29,6,中雨转小雨,5,1
商城,2017/1/30,0,多云转阴,6,1
松潘,2017/1/24,1,多云,,-9
松潘,2017/1/25,2,多云,11,-8
松潘,2017/1/26,3,多云,12,-6
松潘,2017/1/27,4,多云,13,-4
松潘,2017/1/28,5,小雪,9,-4
松潘,2017/1/29,6,多云,9,-8
松潘,2017/1/30,0,多云,10,-8
巴林右旗,2017/1/24,1,晴,,-15
巴林右旗,2017/1/25,2,多云转阴,1,-8
巴林右旗,2017/1/26,3,多云转晴,-3,-17
巴林右旗,2017/1/27,4,晴转多云,-1,-14
巴林右旗,2017/1/28,5,多云转阴,-5,-16
巴林右旗,2017/1/29,6,晴,-8,-19
巴林右旗,2017/1/30,0,晴,-8,-16
甘洛,2017/1/24,1,多云,,3
甘洛,2017/1/25,2,多云转晴,16,3
甘洛,2017/1/26,3,晴转多云,17,4
甘洛,2017/1/27,4,多云,17,5
甘洛,2017/1/28,5,多云,18,3
甘洛,2017/1/29,6,多云,19,3
甘洛,2017/1/30,0,多云转小雨,14,3
新邵,2017/1/24,1,多云,,7
新邵,2017/1/25,2,晴,15,4
新邵,2017/1/26,3,晴转多云,18,9
新邵,2017/1/27,4,多云,16,6
新邵,2017/1/28,5,多云,20,9
新邵,2017/1/29,6,多云转小雨,15,4
新邵,2017/1/30,0,小雨,9,3
陇县,2017/1/24,1,多云,,-5
陇县,2017/1/25,2,多云,6,-4
陇县,2017/1/26,3,晴转多云,5,-6
陇县,2017/1/27,4,多云转阴,5,-2
陇县,2017/1/28,5,雨夹雪,3,-3
陇县,2017/1/29,6,多云,4,-3
陇县,2017/1/30,0,阴,5,-3
沈阳,2017/1/24,1,晴,,-18
沈阳,2017/1/25,2,晴转多云,2,-7
沈阳,2017/1/26,3,中到大雪转小雪,-2,-14
沈阳,2017/1/27,4,晴,-4,-12
沈阳,2017/1/28,5,晴转多云,2,-10
沈阳,2017/1/29,6,多云,-4,-15
沈阳,2017/1/30,0,多云转晴,-5,-17
莱西,2017/1/24,1,晴,,-6
莱西,2017/1/25,2,多云,7,-2
莱西,2017/1/26,3,阵雨转阴,9,-4
莱西,2017/1/27,4,多云,5,-4
莱西,2017/1/28,5,小雨转雨夹雪,5,-5
莱西,2017/1/29,6,晴,4,-7
莱西,2017/1/30,0,晴,3,-6
文山,2017/1/24,1,阴,,8
文山,2017/1/25,2,阴,17,8
文山,2017/1/26,3,多云转阴,17,7
文山,2017/1/27,4,小雨,19,8
文山,2017/1/28,5,多云,22,8
文山,2017/1/29,6,晴,21,8
文山,2017/1/30,0,晴转小雨,19,8
嘉荫,2017/1/24,1,晴,,-32
嘉荫,2017/1/25,2,晴转多云,-12,-28
嘉荫,2017/1/26,3,中雪转小雪,-10,-24
嘉荫,2017/1/27,4,晴转多云,-13,-31
嘉荫,2017/1/28,5,多云转小雪,-13,-30
嘉荫,2017/1/29,6,小雪转多云,-15,-29
