,FFP_DATE,LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM,LOAD_TIME,avg_discount
3792,2008/07/14,6,39,53986,2014/03/31,0.729845145
3793,2009/02/19,2,49,55100,2014/03/31,0.7147617059999999
3794,2005/03/03,1,46,59032,2014/03/31,0.6670371999999999
3795,2007/04/06,32,42,44603,2014/03/31,0.882554985
3796,2013/01/05,123,17,47722,2014/03/31,0.824714807
3797,2008/08/05,3,36,49548,2014/03/31,0.794211068
3798,2011/11/23,36,7,44175,2014/03/31,0.89078936
3799,2007/10/22,97,43,69104,2014/03/31,0.56940481
3800,2012/09/26,74,22,51291,2014/03/31,0.767133025
3801,2008/10/16,4,43,44553,2014/03/31,0.8831030459999999
3802,2010/05/08,10,50,49107,2014/03/31,0.8011967740000001
3803,2010/04/12,1,29,56234,2014/03/31,0.6995378240000001
3804,2005/12/14,85,31,52683,2014/03/31,0.746594347
3805,2006/11/17,42,30,51944,2014/03/31,0.75720911
3806,2008/01/25,30,40,60579,2014/03/31,0.649179914
3807,2005/11/13,2,101,56855,2014/03/31,0.6916837570000001
3808,2007/08/25,3,45,68580,2014/03/31,0.573383494
3809,2010/10/08,59,34,52290,2014/03/31,0.751967107
3810,2007/01/09,2,57,52741,2014/03/31,0.745450029
3811,2008/12/10,12,33,55940,2014/03/31,0.702809975
3812,2012/12/02,56,6,62468,2014/03/31,0.6292360889999999
3813,2006/10/23,49,13,36655,2014/03/31,1.072307189
3814,2011/07/16,11,37,50583,2014/03/31,0.7770237040000001
3815,2012/04/12,71,40,54221,2014/03/31,0.72488593
3816,2007/05/27,1,36,43708,2014/03/31,0.89918619
3817,2012/01/18,6,42,49039,2014/03/31,0.801197822
3818,2006/03/31,20,27,58957,2014/03/31,0.666388215
3819,2007/10/11,70,28,40488,2014/03/31,0.970357143
3820,2011/11/21,123,17,29087,2014/03/31,1.3505899540000001
3821,2010/06/01,21,60,59797,2014/03/31,0.656812549
3822,2007/03/02,72,39,49840,2014/03/31,0.78801565
3823,2012/03/18,119,15,54279,2014/03/31,0.723445531
3824,2006/03/26,9,38,49923,2014/03/31,0.786549486
3825,2011/06/21,13,39,64167,2014/03/31,0.611931055
3826,2012/03/14,7,23,53406,2014/03/31,0.7352173909999999
3827,2011/10/23,30,32,48548,2014/03/31,0.8087177640000001
3828,2009/12/31,35,33,42333,2014/03/31,0.927261474
3829,2010/03/02,86,26,50476,2014/03/31,0.777663048
3830,2011/04/18,7,46,65368,2014/03/31,0.600463836
3831,2009/04/17,5,39,57418,2014/03/31,0.6835870279999999
3832,2012/07/20,12,22,50930,2014/03/31,0.77051345
3833,2005/04/20,16,25,37274,2014/03/31,1.052450233
3834,2010/01/18,135,52,59378,2014/03/31,0.660651588
3835,2009/09/30,227,45,44728,2014/03/31,0.8768905379999999
3836,2006/06/27,32,35,58902,2014/03/31,0.66561458
3837,2010/08/09,89,32,47629,2014/03/31,0.823133595
3838,2012/06/03,36,33,51919,2014/03/31,0.755086962
3839,2005/11/08,72,56,47878,2014/03/31,0.8187457709999999
3840,2008/02/05,2,29,43057,2014/03/31,0.910349072
3841,2006/11/10,15,31,55196,2014/03/31,0.710102725
3842,2012/03/27,44,33,64570,2014/03/31,0.606873935
3843,2007/04/20,85,17,28471,2014/03/31,1.37613642
3844,2010/08/24,6,30,52219,2014/03/31,0.750235929
3845,2013/02/12,8,28,52966,2014/03/31,0.7395410259999999
3846,2006/04/06,93,15,42167,2014/03/31,0.9286230940000001
3847,2005/12/01,5,30,50831,2014/03/31,0.7699844579999999
3848,2011/11/06,21,23,53011,2014/03/31,0.7383143120000001
3849,2006/03/27,65,32,56666,2014/03/31,0.690683832
3850,2007/04/02,88,38,51539,2014/03/31,0.759381051
3851,2007/01/14,34,27,47108,2014/03/31,0.830617942
3852,2009/03/16,77,47,61809,2014/03/31,0.633030303
3853,2008/05/02,5,56,67514,2014/03/31,0.579420861
3854,2006/05/16,4,53,59552,2014/03/31,0.656791544
3855,2011/07/07,19,50,55647,2014/03/31,0.702847233
3856,2012/06/06,18,51,46432,2014/03/31,0.842135165
3857,2011/05/11,2,47,46183,2014/03/31,0.84662798
3858,2005/09/17,53,27,58276,2014/03/31,0.670825554
3859,2006/11/15,20,42,49984,2014/03/31,0.7820176459999999
3860,2009/12/25,15,25,26759,2014/03/31,1.460736201
3861,2007/08/16,17,35,48489,2014/03/31,0.806006311
3862,2008/08/02,275,24,49697,2014/03/31,0.786393545
3863,2010/08/01,31,25,49635,2014/03/31,0.787301702
3864,2007/09/09,26,24,47349,2014/03/31,0.825299584
3865,2011/04/09,157,7,53212,2014/03/31,0.7341708640000001
3866,2009/02/21,7,40,60058,2014/03/31,0.650468381
3867,2008/07/23,17,20,52155,2014/03/31,0.748747196
3868,2005/09/09,11,58,52470,2014/03/31,0.744245664
3869,2009/09/30,2,41,51410,2014/03/31,0.759519354
3870,2010/01/05,12,27,50908,2014/03/31,0.766534926
3871,2012/06/26,6,18,50361,2014/03/31,0.774820992
3872,2012/03/28,371,7,63910,2014/03/31,0.610533563
3873,2011/11/15,68,36,45530,2014/03/31,0.856969031
3874,2010/02/22,32,35,38226,2014/03/31,1.020673102
3875,2009/01/09,7,35,53045,2014/03/31,0.735117542
3876,2007/10/30,2,30,39506,2014/03/31,0.987024756
3877,2005/03/03,128,46,60168,2014/03/31,0.648043478
3878,2006/07/13,124,28,44234,2014/03/31,0.881211964
3879,2008/06/24,67,21,62334,2014/03/31,0.625160266
3880,2008/10/28,80,45,47565,2014/03/31,0.8190549770000001
3881,2008/09/06,2,88,47835,2014/03/31,0.814303752
3882,2011/10/12,75,37,40213,2014/03/31,0.968527342
3883,2007/09/03,28,23,53756,2014/03/31,0.724289196
3884,2010/08/27,22,30,49973,2014/03/31,0.7790783020000001
3885,2009/02/25,13,22,56126,2014/03/31,0.6935669740000001
3886,2007/05/04,16,30,57570,2014/03/31,0.676110474
3887,2012/12/16,76,5,50680,2014/03/31,0.768
3888,2006/12/07,20,27,33019,2014/03/31,1.178734365
3889,2008/04/24,14,32,41601,2014/03/31,0.93541886
3890,2012/06/01,643,4,38663,2014/03/31,1.006199726
3891,2007/07/27,3,27,48579,2014/03/31,0.8007599990000001
3892,2007/06/12,115,5,61160,2014/03/31,0.636
3893,2011/01/06,59,48,60057,2014/03/31,0.647652896
3894,2012/08/07,88,30,61798,2014/03/31,0.629321175
3895,2012/05/27,53,21,51244,2014/03/31,0.758500507
3896,2013/01/21,217,6,40263,2014/03/31,0.965327472
3897,2012/07/31,38,31,59484,2014/03/31,0.653338713
3898,2007/06/02,123,52,62875,2014/03/31,0.618005249
3899,2011/09/14,57,27,34942,2014/03/31,1.111935207
3900,2011/10/11,18,53,63623,2014/03/31,0.610662182
3901,2011/05/11,6,37,51279,2014/03/31,0.757611888
3902,2012/10/29,3,21,53256,2014/03/31,0.7293375390000001
3903,2012/01/24,20,61,61735,2014/03/31,0.629071839
3904,2006/03/10,22,44,53580,2014/03/31,0.72481243
3905,2011/08/01,17,31,55732,2014/03/31,0.69673168
3906,2010/11/06,22,41,70635,2014/03/31,0.54972011
3907,2006/01/23,4,44,51725,2014/03/31,0.75058115
3908,2007/12/26,4,29,48558,2014/03/31,0.7994336670000001
3909,2011/11/24,1,61,55548,2014/03/31,0.6987652120000001
3910,2006/08/22,56,30,41954,2014/03/31,0.92513348
3911,2006/03/08,2,53,48353,2014/03/31,0.8026562979999999
3912,2012/12/20,9,29,61803,2014/03/31,0.62782098
3913,2010/04/13,16,45,58785,2014/03/31,0.660042868
3914,2009/11/02,9,36,41232,2014/03/31,0.9409999509999999
3915,2005/02/10,19,47,48769,2014/03/31,0.795116365
3916,2006/05/22,217,4,48928,2014/03/31,0.7925
3917,2006/08/05,18,42,52233,2014/03/31,0.742327647
3918,2007/06/23,17,29,54413,2014/03/31,0.7125742009999999
3919,2008/02/11,6,26,36255,2014/03/31,1.0693184390000001
3920,2005/12/24,8,40,54697,2014/03/31,0.7086885940000001
3921,2012/02/15,7,56,50892,2014/03/31,0.761637585
3922,2008/05/21,11,57,53063,2014/03/31,0.7304538
3923,2008/03/08,8,36,57629,2014/03/31,0.6724544929999999
3924,2009/10/21,26,33,57278,2014/03/31,0.676561682
3925,2012/03/17,329,26,51142,2014/03/31,0.757692308
3926,2005/12/08,12,34,51021,2014/03/31,0.759482762
3927,2005/06/21,2,22,26855,2014/03/31,1.4428866130000002
3928,2010/10/09,79,30,48337,2014/03/31,0.801567122
3929,2009/10/26,6,27,47579,2014/03/31,0.814060405
3930,2012/08/26,17,32,49089,2014/03/31,0.78888366
3931,2008/03/06,13,41,52113,2014/03/31,0.742943795
3932,2009/12/01,4,46,60288,2014/03/31,0.641991109
3933,2007/02/01,11,48,53099,2014/03/31,0.7287464920000001
3934,2011/10/11,10,42,57239,2014/03/31,0.675833435
3935,2008/08/15,23,15,36132,2014/03/31,1.070619396
3936,2006/12/11,3,28,38879,2014/03/31,0.99457805
3937,2006/02/24,44,26,34998,2014/03/31,1.104797703
3938,2005/06/03,12,37,61785,2014/03/31,0.625701708
3939,2006/04/20,15,48,48254,2014/03/31,0.801094003
3940,2007/07/10,31,43,47242,2014/03/31,0.818188265
3941,2009/11/19,34,31,51092,2014/03/31,0.7563806470000001
3942,2012/06/14,18,39,67399,2014/03/31,0.573360584
3943,2005/05/09,13,31,55591,2014/03/31,0.695115936
3944,2007/03/14,50,33,56106,2014/03/31,0.688711724
3945,2011/05/16,1,24,52562,2014/03/31,0.735049275
3946,2011/11/21,32,53,51788,2014/03/31,0.745902526
3947,2011/11/14,10,15,42437,2014/03/31,0.910243655
3948,2006/08/31,18,39,58528,2014/03/31,0.659944813
3949,2010/11/02,213,4,40544,2014/03/31,0.9525
3950,2011/02/01,19,33,42176,2014/03/31,0.9155799509999999
3951,2010/01/16,76,5,51579,2014/03/31,0.74865643
3952,2011/05/07,78,28,49155,2014/03/31,0.785559963
3953,2009/12/18,55,27,43466,2014/03/31,0.888342843
3954,2012/03/15,281,38,46146,2014/03/31,0.836735795
3955,2011/07/28,11,34,49463,2014/03/31,0.780609749
3956,2012/03/09,1,34,58584,2014/03/31,0.658923426
3957,2008/08/07,6,31,43754,2014/03/31,0.8820400420000001
3958,2005/07/02,8,28,57223,2014/03/31,0.67439928
3959,2011/04/04,84,39,52845,2014/03/31,0.73025641
3960,2012/05/09,24,24,41384,2014/03/31,0.93232167
3961,2009/11/19,218,6,39312,2014/03/31,0.9814224659999999
3962,2008/12/08,2,41,58079,2014/03/31,0.664179307
3963,2012/04/20,22,25,56256,2014/03/31,0.685531854
3964,2012/06/07,83,20,34490,2014/03/31,1.118026964
3965,2012/01/13,31,34,47735,2014/03/31,0.807807688
3966,2011/09/11,12,29,54755,2014/03/31,0.704204182
3967,2005/03/09,2,38,46387,2014/03/31,0.8312171509999999
3968,2009/03/07,33,24,38822,2014/03/31,0.993165988
3969,2009/10/12,13,39,54547,2014/03/31,0.706539681
3970,2005/08/15,75,11,52081,2014/03/31,0.739895355
3971,2012/01/10,224,3,36696,2014/03/31,1.05
3972,2012/05/01,46,19,54042,2014/03/31,0.712973613
3973,2007/10/31,2,47,46533,2014/03/31,0.8279087959999999
3974,2007/08/12,5,51,64224,2014/03/31,0.599831839
3975,2012/09/19,11,40,48230,2014/03/31,0.798693344
3976,2006/03/21,21,19,27333,2014/03/31,1.409157063
3977,2009/08/07,61,14,30631,2014/03/31,1.257375535
3978,2011/03/22,14,24,52283,2014/03/31,0.736640782
3979,2008/02/12,47,16,26543,2014/03/31,1.450449836
3980,2012/06/06,21,53,60848,2014/03/31,0.632654976
3981,2012/06/25,4,41,48148,2014/03/31,0.799514414
3982,2007/11/23,172,14,49843,2014/03/31,0.7723030320000001
3983,2011/01/30,11,29,45761,2014/03/31,0.841173051
3984,2013/03/09,12,25,48695,2014/03/31,0.790457953
3985,2011/08/01,11,51,49103,2014/03/31,0.783878174
3986,2012/05/22,31,39,53968,2014/03/31,0.713118885
3987,2011/10/31,8,26,34797,2014/03/31,1.105908843
3988,2010/01/05,66,41,48163,2014/03/31,0.798899155
3989,2012/05/15,157,27,49550,2014/03/31,0.776456912
3990,2006/01/16,6,54,46277,2014/03/31,0.8313242000000001
3991,2009/04/04,2,37,54271,2014/03/31,0.708843213
3992,2013/01/03,27,7,53212,2014/03/31,0.722768924
3993,2006/01/25,69,52,45253,2014/03/31,0.849705655
3994,2006/03/26,6,35,46872,2014/03/31,0.820343275
3995,2007/08/02,30,65,49238,2014/03/31,0.7809029609999999
3996,2008/06/01,9,62,52498,2014/03/31,0.73232866
3997,2012/07/21,14,20,42732,2014/03/31,0.899573154
3998,2006/10/14,65,51,62295,2014/03/31,0.617046954
3999,2007/05/08,67,33,49630,2014/03/31,0.774481967
4000,2011/05/13,7,7,63308,2014/03/31,0.607021545
4001,2008/04/17,271,18,91771,2014/03/31,0.418671585
4002,2013/01/26,11,51,55690,2014/03/31,0.689898007
4003,2006/08/20,7,53,68718,2014/03/31,0.5590507579999999
4004,2008/01/19,90,4,48928,2014/03/31,0.785
4005,2006/06/29,11,37,46303,2014/03/31,0.829441289
4006,2010/07/16,4,37,50367,2014/03/31,0.762379137
4007,2008/11/01,26,24,54644,2014/03/31,0.7025067709999999
4008,2009/08/05,20,31,54182,2014/03/31,0.708486398
4009,2008/11/25,60,19,28465,2014/03/31,1.348387845
4010,2011/05/24,11,42,51139,2014/03/31,0.750466572
4011,2008/02/26,144,21,46394,2014/03/31,0.827120748
4012,2008/07/01,6,59,52183,2014/03/31,0.735236188
4013,2008/08/18,60,23,50981,2014/03/31,0.7524569940000001
4014,2013/03/01,61,11,67276,2014/03/31,0.5700112970000001
4015,2006/09/20,19,18,28144,2014/03/31,1.362235645
4016,2009/10/23,153,30,47072,2014/03/31,0.814456152
4017,2008/08/25,10,25,53278,2014/03/31,0.719584632
4018,2007/04/26,1,73,50470,2014/03/31,0.759513771
4019,2006/11/28,50,20,27216,2014/03/31,1.4079938269999999
4020,2008/02/16,9,35,52699,2014/03/31,0.726895007
4021,2011/10/17,4,44,49518,2014/03/31,0.7735364920000001
4022,2010/06/15,18,26,54992,2014/03/31,0.6962503640000001
4023,2005/04/30,85,50,48497,2014/03/31,0.789436666
4024,2011/12/28,20,42,54121,2014/03/31,0.707372
4025,2009/12/16,18,47,66722,2014/03/31,0.573776565
4026,2009/07/22,7,50,47205,2014/03/31,0.810918123
4027,2008/08/13,61,50,56998,2014/03/31,0.671576547
4028,2011/06/15,7,42,57826,2014/03/31,0.661768927
4029,2008/03/12,326,7,62312,2014/03/31,0.614083965
4030,2013/02/21,7,20,52431,2014/03/31,0.72980832
4031,2008/12/18,8,42,54578,2014/03/31,0.7010654479999999
4032,2008/08/12,1,30,52844,2014/03/31,0.723986072
4033,2006/06/29,71,32,47961,2014/03/31,0.797624945
4034,2011/11/04,23,24,31678,2014/03/31,1.207187007
4035,2005/02/11,23,36,55739,2014/03/31,0.686064515
4036,2011/04/01,19,30,64704,2014/03/31,0.590997929
4037,2009/03/27,61,30,44363,2014/03/31,0.8619160109999999
4038,2006/12/03,6,38,61786,2014/03/31,0.6187939020000001
4039,2011/11/03,15,41,44576,2014/03/31,0.85764694
4040,2009/09/28,80,42,62242,2014/03/31,0.614115228
4041,2006/10/17,66,25,45276,2014/03/31,0.844223209
4042,2009/02/19,212,4,37460,2014/03/31,1.020210358
4043,2012/08/23,34,32,50162,2014/03/31,0.761723217
4044,2008/08/28,9,35,52283,2014/03/31,0.7306770840000001
4045,2007/12/20,16,47,49669,2014/03/31,0.769100848
4046,2010/12/16,169,6,43526,2014/03/31,0.877608556
4047,2005/11/08,77,44,46447,2014/03/31,0.8223936959999999
4048,2011/05/30,137,30,61696,2014/03/31,0.619097997
4049,2008/04/15,58,27,26258,2014/03/31,1.45451253
4050,2012/04/23,144,18,51628,2014/03/31,0.7397635
4051,2011/03/26,81,16,41102,2014/03/31,0.929093475
4052,2006/01/25,91,22,30866,2014/03/31,1.236976609
4053,2010/06/10,4,41,38988,2014/03/31,0.9791587159999999
4054,2008/12/19,5,38,51989,2014/03/31,0.73419281
4055,2012/10/12,15,39,74435,2014/03/31,0.51274602
4056,2010/11/21,74,4,48928,2014/03/31,0.78
4057,2008/08/18,50,17,48921,2014/03/31,0.780093825
4058,2010/05/15,10,47,56367,2014/03/31,0.6770298220000001
4059,2012/03/29,70,56,47222,2014/03/31,0.807954555
4060,2005/08/14,39,26,47213,2014/03/31,0.807336962
4061,2011/11/14,16,45,62575,2014/03/31,0.6091069920000001
4062,2010/07/14,28,37,43273,2014/03/31,0.880359115
4063,2011/03/05,73,48,58383,2014/03/31,0.652511519
4064,2012/08/17,63,8,60852,2014/03/31,0.625991257
4065,2006/09/01,1,31,58001,2014/03/31,0.656667816
4066,2010/01/24,13,19,28293,2014/03/31,1.3461336730000002
4067,2012/01/13,44,14,45220,2014/03/31,0.842142857
4068,2010/08/09,31,30,55340,2014/03/31,0.688115287
4069,2010/07/02,8,46,49851,2014/03/31,0.7638643159999999
4070,2005/08/11,45,27,51444,2014/03/31,0.7401971079999999
4071,2012/03/16,30,16,42793,2014/03/31,0.8896997170000001
4072,2006/06/28,6,36,48797,2014/03/31,0.78010267
4073,2007/01/12,21,38,52663,2014/03/31,0.7227833579999999
4074,2012/01/23,4,81,54893,2014/03/31,0.6933244679999999
4075,2006/08/17,17,30,38939,2014/03/31,0.9771897070000001
4076,2008/03/02,77,17,47481,2014/03/31,0.8011764709999999
4077,2010/12/15,86,36,56789,2014/03/31,0.6698529639999999
4078,2006/06/13,42,24,53083,2014/03/31,0.716539005
4079,2008/11/12,7,33,50298,2014/03/31,0.756075987
4080,2005/07/06,17,38,53230,2014/03/31,0.71430077
4081,2012/05/01,48,39,57621,2014/03/31,0.659805626
4082,2012/06/26,71,29,59801,2014/03/31,0.63575074
4083,2010/03/06,88,43,52019,2014/03/31,0.730714931
4084,2012/02/14,264,38,51247,2014/03/31,0.74155853
4085,2011/09/01,81,37,40991,2014/03/31,0.9266761
4086,2005/10/25,14,32,62835,2014/03/31,0.604521525
4087,2011/04/22,624,4,36880,2014/03/31,1.029850325
4088,2007/07/12,22,30,45698,2014/03/31,0.831116023
4089,2011/05/20,3,48,51885,2014/03/31,0.731957984
4090,2010/01/07,94,21,37823,2014/03/31,1.003646987
4091,2012/03/15,6,36,51162,2014/03/31,0.7419590709999999
4092,2008/12/12,9,46,49220,2014/03/31,0.771075579
4093,2011/09/12,35,41,51468,2014/03/31,0.7373569990000001
4094,2005/06/10,13,17,26155,2014/03/31,1.450383865
4095,2006/06/02,12,30,55912,2014/03/31,0.67839927
4096,2011/08/27,7,45,65518,2014/03/31,0.578866571
4097,2007/03/05,44,36,47626,2014/03/31,0.796289212
4098,2009/07/11,199,4,48928,2014/03/31,0.775
4099,2010/03/18,9,45,43190,2014/03/31,0.877916647
4100,2011/06/20,72,37,45867,2014/03/31,0.8265607079999999
4101,2011/12/20,109,16,30369,2014/03/31,1.2483618159999998
4102,2010/05/16,139,18,47116,2014/03/31,0.804562569
4103,2006/02/16,62,40,55550,2014/03/31,0.6823319529999999
4104,2011/01/27,8,34,63954,2014/03/31,0.592647059
4105,2007/06/28,67,26,50294,2014/03/31,0.753559271
4106,2011/02/05,21,46,57390,2014/03/31,0.660318348
4107,2007/05/02,12,19,29091,2014/03/31,1.302620398
4108,2007/06/11,13,25,27134,2014/03/31,1.396420727
4109,2012/07/07,8,26,61450,2014/03/31,0.6165476
4110,2011/12/16,32,22,53521,2014/03/31,0.70768801
4111,2006/03/19,39,23,43085,2014/03/31,0.879034235
4112,2006/11/09,22,34,56365,2014/03/31,0.671832698
4113,2009/01/08,2,36,52666,2014/03/31,0.7189461890000001
4114,2010/02/23,83,34,47509,2014/03/31,0.7968382829999999
4115,2011/08/17,19,47,75117,2014/03/31,0.5038571829999999
4116,2007/07/11,14,28,50571,2014/03/31,0.748337585
4117,2009/03/23,20,32,49810,2014/03/31,0.7593190120000001
4118,2012/02/13,20,31,51304,2014/03/31,0.737188718
4119,2012/12/24,4,36,52822,2014/03/31,0.71582087
4120,2012/08/10,5,44,56215,2014/03/31,0.672575647
4121,2007/02/27,16,84,50096,2014/03/31,0.754716345
4122,2011/04/04,18,34,72255,2014/03/31,0.523154661
4123,2010/04/16,298,3,36696,2014/03/31,1.03
4124,2012/02/03,210,3,36696,2014/03/31,1.03
4125,2012/07/09,23,3,36696,2014/03/31,1.03
4126,2011/02/03,667,3,36696,2014/03/31,1.03
4127,2006/08/01,42,4,48928,2014/03/31,0.7725
4128,2011/03/20,107,3,36696,2014/03/31,1.03
4129,2012/05/02,617,3,36696,2014/03/31,1.03
4130,2010/06/24,174,21,28588,2014/03/31,1.321867917
4131,2010/01/07,71,26,26411,2014/03/31,1.43070766
4132,2009/09/14,8,36,69364,2014/03/31,0.544731129
4133,2007/06/07,2,39,43349,2014/03/31,0.871616877
4134,2009/03/22,38,20,36794,2014/03/31,1.026811437
4135,2007/11/26,7,40,43308,2014/03/31,0.872323127
4136,2010/07/16,14,48,52980,2014/03/31,0.712824085
4137,2011/10/29,5,22,54169,2014/03/31,0.6971304620000001
4138,2005/08/17,5,51,40600,2014/03/31,0.9300972909999999
4139,2010/07/23,25,38,49087,2014/03/31,0.769221382
4140,2008/01/08,14,32,45633,2014/03/31,0.8273795279999999
4141,2011/11/18,1,41,77121,2014/03/31,0.489512195
4142,2012/04/22,18,31,54524,2014/03/31,0.692248735
4143,2008/04/19,95,24,49493,2014/03/31,0.762571879
4144,2007/05/26,1,24,43139,2014/03/31,0.8747323770000001
4145,2007/03/23,32,45,45474,2014/03/31,0.8297745959999999
4146,2013/01/04,31,39,51600,2014/03/31,0.7309651159999999
4147,2012/09/12,8,46,50662,2014/03/31,0.744496664
4148,2012/12/18,39,20,47296,2014/03/31,0.797154728
4149,2012/04/14,110,30,40357,2014/03/31,0.934170528
4150,2009/08/04,28,31,52527,2014/03/31,0.7176364540000001
4151,2009/07/30,13,24,62966,2014/03/31,0.598527459
4152,2013/03/13,18,43,44461,2014/03/31,0.847479814
4153,2012/01/18,12,34,64244,2014/03/31,0.586305492
4154,2012/05/12,45,18,47574,2014/03/31,0.791666667
4155,2009/12/08,6,35,54424,2014/03/31,0.691985889
4156,2011/10/22,4,47,50905,2014/03/31,0.739809253
4157,2012/10/28,9,39,53080,2014/03/31,0.709474002
4158,2009/11/25,111,9,67942,2014/03/31,0.554235377
4159,2012/10/23,31,21,49824,2014/03/31,0.7557695090000001
4160,2008/11/20,60,28,47870,2014/03/31,0.7864785879999999
4161,2010/02/27,6,35,61003,2014/03/31,0.6171176829999999
4162,2012/01/29,38,38,50023,2014/03/31,0.752465866
4163,2009/08/27,1,18,47574,2014/03/31,0.791111111
4164,2009/06/01,64,34,47934,2014/03/31,0.785101389
4165,2008/06/10,5,51,46050,2014/03/31,0.8172076
4166,2012/04/02,9,36,45654,2014/03/31,0.823870855
4167,2009/11/09,62,27,46120,2014/03/31,0.8155067220000001
4168,2011/10/15,4,30,31206,2014/03/31,1.205070499
4169,2012/12/03,38,49,44746,2014/03/31,0.840298798
4170,2006/12/02,9,66,51750,2014/03/31,0.726543768
4171,2005/08/21,32,27,50575,2014/03/31,0.743411765
4172,2007/03/01,80,20,26560,2014/03/31,1.415499623
4173,2006/08/28,39,29,50169,2014/03/31,0.749325679
4174,2008/03/18,75,42,60244,2014/03/31,0.623944625
4175,2007/04/17,395,9,37584,2014/03/31,1.0
4176,2006/04/04,1,68,39090,2014/03/31,0.9614630340000001
4177,2012/02/11,33,36,55066,2014/03/31,0.682465042
4178,2009/07/18,88,26,58310,2014/03/31,0.64441005
4179,2008/06/28,5,28,46591,2014/03/31,0.8064570409999999
4180,2006/08/19,30,29,36527,2014/03/31,1.028557779
4181,2012/07/11,9,30,48883,2014/03/31,0.7684722709999999
4182,2008/06/19,30,33,65040,2014/03/31,0.577499077
4183,2010/12/05,9,59,47162,2014/03/31,0.7962488870000001
4184,2008/03/15,244,28,43787,2014/03/31,0.85742572
4185,2005/11/07,26,53,40681,2014/03/31,0.922844325
4186,2008/03/12,12,32,39590,2014/03/31,0.948190705
4187,2008/04/10,4,54,51806,2014/03/31,0.7242971859999999
4188,2005/12/14,2,22,25907,2014/03/31,1.448369939
4189,2006/02/22,26,65,47451,2014/03/31,0.7906225370000001
4190,2008/01/01,25,35,37238,2014/03/31,1.007347333
4191,2010/09/28,10,35,51320,2014/03/31,0.730890881
4192,2011/05/30,6,21,42217,2014/03/31,0.8883651140000001
4193,2012/03/10,16,38,78926,2014/03/31,0.475
4194,2006/09/03,65,35,44436,2014/03/31,0.843568953
4195,2009/08/27,9,35,47966,2014/03/31,0.781408498
4196,2013/01/22,27,36,40246,2014/03/31,0.9312701879999999
4197,2008/11/25,18,36,44681,2014/03/31,0.838754952
4198,2010/10/30,165,14,43028,2014/03/31,0.8706749090000001
4199,2008/08/13,24,18,32881,2014/03/31,1.139253672
4200,2006/05/09,1,28,50406,2014/03/31,0.743115502
4201,2007/08/28,28,33,56538,2014/03/31,0.662488238
4202,2005/10/13,7,31,61364,2014/03/31,0.610340102
4203,2010/10/11,2,39,55337,2014/03/31,0.676767443
4204,2006/06/27,31,25,52517,2014/03/31,0.713073671
4205,2012/06/15,20,37,34154,2014/03/31,1.096420917
4206,2011/07/25,20,39,47412,2014/03/31,0.7897717879999999
4207,2009/04/20,2,35,34610,2014/03/31,1.081731869
4208,2009/02/11,56,38,53573,2014/03/31,0.698824034
4209,2011/08/02,9,15,28054,2014/03/31,1.334483496
4210,2007/03/15,12,45,56598,2014/03/31,0.6614368
4211,2011/09/28,146,15,51726,2014/03/31,0.723730812
4212,2008/04/28,40,11,45578,2014/03/31,0.821329808
4213,2006/09/26,1,49,52527,2014/03/31,0.712598664
4214,2009/09/05,119,26,44133,2014/03/31,0.848098702
4215,2008/02/08,8,31,59540,2014/03/31,0.628446087
4216,2009/03/29,45,14,46536,2014/03/31,0.80402656
4217,2006/08/14,9,47,54663,2014/03/31,0.6844554820000001
4218,2009/03/29,31,36,57365,2014/03/31,0.65202702
4219,2011/07/13,5,67,40928,2014/03/31,0.9136708370000001
4220,2004/11/23,1,42,61605,2014/03/31,0.606972486
4221,2011/03/02,11,48,56999,2014/03/31,0.6559732629999999
4222,2006/05/23,4,54,56009,2014/03/31,0.667473442
4223,2012/07/21,116,16,29318,2014/03/31,1.274963504
4224,2010/08/13,18,21,52761,2014/03/31,0.708400523
4225,2007/06/26,19,42,54014,2014/03/31,0.691901544
4226,2007/05/22,3,84,46393,2014/03/31,0.805513547
4227,2007/05/20,98,12,56019,2014/03/31,0.666828576
4228,2012/04/06,163,29,55085,2014/03/31,0.6780323140000001
4229,2012/02/22,139,13,44758,2014/03/31,0.8344275879999999
4230,2011/05/01,191,19,42738,2014/03/31,0.873777435
4231,2007/04/13,94,29,38407,2014/03/31,0.9722912490000001
4232,2011/12/26,1,45,67977,2014/03/31,0.549231505
4233,2007/11/28,20,24,45092,2014/03/31,0.827855274
4234,2006/04/22,37,30,52713,2014/03/31,0.707858593
4235,2012/01/17,15,38,33040,2014/03/31,1.129322639
4236,2009/01/22,49,25,49692,2014/03/31,0.750360823
4237,2010/07/25,3,29,47268,2014/03/31,0.788830922
4238,2010/02/28,28,36,53758,2014/03/31,0.6935843970000001
4239,2006/02/23,95,31,53858,2014/03/31,0.69225259
4240,2011/11/02,4,66,51315,2014/03/31,0.726523239
4241,2010/04/20,8,35,45449,2014/03/31,0.8201520390000001
4242,2011/03/29,65,22,50767,2014/03/31,0.7341712140000001
4243,2006/11/01,1,39,52217,2014/03/31,0.713782102
4244,2009/03/14,39,40,49222,2014/03/31,0.757042786
4245,2007/08/17,49,36,51165,2014/03/31,0.728139158
4246,2011/10/16,53,41,64871,2014/03/31,0.574275871
